Global_active_power, Noise, Anomaly
5.85,6.334055001,0
5.738,6.053402225,0
5.692,5.988246453,0
5.554,5.770795039,0
5.464,4.827833039,1
5.36,4.807778506,1
5.164,4.19264839,1
4.06,4.367538603,0
5.16,6.047176818,1
5.85,5.821344371,0
5.118,5.771289827,1
3.93195,4.299440035,0
4.041,4.1059357,0
4.1506,3.988465739,0
4.26025,3.970441081,0
4.3648,4.778765808,0
5.01,5.288538519,0
4.5602,4.654367621,0
4.6598,4.079174774,1
4.762,5.138760992,0
4.05955,4.48245683,0
2.756,3.013781244,0
2.764,2.917064679,0
2.822,3.343579393,1
2.992,2.553919634,0
3.102,2.126878417,1
3.052,2.409562728,1
4.42375,5.104578632,1
2.95,3.457798446,1
4.4921,4.239381027,0
2.722,2.034933467,1
4.549,5.408489348,1
2.702,3.324941776,1
2.652,1.953642601,1
2.658,1.849654416,1
2.654,2.363599036,0
4.4833,4.904117561,0
2.654,3.415579374,1
2.762,3.251246432,0
2.754,2.262485433,0
4.16295,5.127871668,1
4.08075,4.552769515,0
3.9986,4.874944275,1
2.434,2.440262442,0
3.84475,4.027297835,0
3.77105,4.255702369,0
3.7018,3.302363245,0
2.406,2.195937343,0
2.394,2.691257431,0
3.5051,3.946900958,0
2.404,3.258705424,1
2.382,1.878373605,1
3.302,2.959981665,0
4.44,3.689370966,1
4.02015,3.5996116,0
4.522,3.748273758,1
3.9951,3.157437546,1
4.496,5.27066706,1
4.498,4.152875405,0
3.9693,3.308254622,1
4.01185,3.102065778,1
4.05585,3.403669758,1
4.546,5.345740157,1
4.538,4.677895791,0
4.1817,3.840110903,0
4.502,5.29580048,1
4.25295,4.997498259,1
3.48745,3.250743099,0
3.47195,3.118161323,0
2.33,1.330592045,1
3.45215,4.445298247,1
3.442,3.958959145,1
2.284,2.88892119,1
3.422,4.332889341,1
3.41215,3.823989324,0
3.40265,4.353537315,1
2.28,2.661436969,0
2.288,1.434802237,1
3.3723,2.711331558,1
3.36055,3.437817265,0
2.402,2.826315172,0
3.3591,3.926725386,1
2.382,1.765571201,1
3.3586,2.424597488,1
2.444,2.336575603,0
3.3597,4.176259862,1
2.462,2.663507683,0
2.45,2.82357081,0
3.36415,4.086331001,1
2.466,3.431380658,1
2.464,2.01126149,0
3.36925,4.015400501,1
2.458,2.564703968,0
2.47,2.620291809,0
3.27035,2.688619655,1
2.426,3.04310191,1
2.376,3.048279358,1
3.11155,2.847998484,0
3.05795,2.405801538,1
2.374,2.762747356,0
2.394,3.13410411,1
2.388,3.225270146,1
2.84575,1.98947602,1
2.468,2.764665386,0
2.48,2.928652711,0
2.6923,2.030046279,1
2.6411,2.532552415,0
2.64235,2.389442324,0
2.6456,2.483131642,0
2.462,2.090574285,0
2.6512,2.496036789,0
2.6522,1.667735309,1
2.344,2.779635502,0
2.344,2.921608141,1
2.332,2.24663945,0
2.65845,2.181040393,0
2.65945,3.623698557,1
2.316,3.049742669,1
2.316,1.563320187,1
2.6614,2.503251041,0
2.33,1.922292797,0
2.346,1.716977449,1
2.66015,2.701262098,0
2.472,2.152830664,0
2.464,2.917330555,0
2.456,1.802997745,1
2.66135,2.071605177,1
2.422,1.87662938,1
2.6591,3.151719687,0
2.384,3.178737413,1
2.6559,1.934507957,1
2.655,2.299988485,0
2.6538,3.452750699,1
2.412,2.362284202,0
2.6506,2.987763155,0
2.65,3.237045026,1
2.388,2.811899365,0
2.6487,2.735605815,0
2.6479,2.265244776,0
2.33,1.884829325,0
2.342,2.267107447,0
2.6445,2.098915359,1
2.358,1.894039167,0
2.6413,2.734906716,0
2.432,2.55254387,0
2.63865,2.170376181,0
2.414,1.624514999,1
2.41,2.939095827,1
2.388,1.623652359,1
2.392,3.287679262,1
2.632,3.284853354,1
2.63265,3.571186689,1
2.336,1.825128296,1
2.63225,3.138250497,1
2.6321,2.428554559,0
2.632,3.00112666,0
2.6319,2.428058048,0
2.324,2.786895356,0
2.342,3.185334831,1
2.6335,2.735154966,0
2.63405,3.561541101,1
2.354,1.790823035,1
2.374,2.628472637,0
2.63005,2.672844229,0
2.452,1.801966328,1
2.62955,1.829398304,1
2.45,1.66658461,1
2.6299,2.1152513,1
2.402,1.642444986,1
2.6302,2.957794424,0
2.6298,2.728491027,0
2.6292,2.506542741,0
2.6288,2.745197893,0
2.62815,3.320640863,1
2.386,3.302743594,1
2.62755,1.765427438,1
2.6275,3.462438282,1
2.386,3.333505383,1
2.6306,3.190886795,1
2.63025,2.551854374,0
2.6296,1.766082746,1
2.314,2.19515935,0
2.62745,1.846427021,1
2.308,2.904940424,1
2.6228,1.76468406,1
2.368,1.708071269,1
2.6207,1.776560188,1
2.6201,1.913050202,1
2.61975,1.773579644,1
2.61915,3.587186494,1
2.358,2.148886978,0
2.354,3.315004009,1
2.354,2.597570984,0
2.6171,3.132789811,1
2.294,1.921338223,0
2.302,1.790284412,1
2.296,2.495942722,0
2.308,2.801244938,0
2.312,2.055640388,0
2.61305,2.533745566,0
2.312,1.627141571,1
2.6113,3.336463699,1
2.61015,2.898800841,0
2.314,2.222057935,0
2.60395,2.400938235,0
2.404,2.179510612,0
2.404,2.226138796,0
2.6008,2.397437434,0
2.394,2.983256903,1
2.60025,2.25882712,0
2.59935,3.133538378,1
2.5985,2.447152665,0
2.598,3.500608561,1
2.366,2.287730457,0
2.59695,2.56212222,0
2.5963,2.642631752,0
2.372,1.589846014,1
2.38,3.037532213,1
2.59625,2.497160169,0
2.384,1.393895059,1
2.5977,1.641688115,1
2.59725,3.520884408,1
2.292,1.623521657,1
2.296,1.568408492,1
2.5954,2.132107446,0
2.306,2.443687018,0
2.358,2.991771757,1
2.374,2.974708082,1
2.593,2.658152639,0
2.374,2.802459182,0
2.37,2.307934717,0
2.444,1.785693344,1
2.5975,2.801364995,0
2.60105,2.240641229,0
2.60415,2.210612803,0
2.386,1.797319047,1
2.60865,3.201158509,1
2.61095,2.921869086,0
2.392,2.191952189,0
2.374,2.740373447,0
2.358,2.875932473,1
2.61695,2.976172755,0
2.37,2.073693299,0
2.61945,3.114702523,0
2.62095,2.054798116,1
2.394,3.336234313,1
2.446,1.504395448,1
2.6236,1.945440527,1
2.625,2.175517591,0
2.454,3.035006472,1
2.464,1.734438398,1
2.63175,3.174160509,1
2.448,2.040334769,0
2.6358,2.369545328,0
2.638,2.514707451,0
2.444,1.835507163,1
2.448,2.841642042,0
2.446,2.462242349,0
2.64375,2.015100489,1
2.6434,3.302701217,1
2.64495,2.786688855,0
2.296,2.517430714,0
2.6443,3.375784795,1
2.262,1.422797721,1
2.64265,3.363292404,1
2.27,2.462495035,0
2.6398,3.28458767,1
2.6377,2.900717333,0
2.6365,1.951767654,1
2.376,1.929853172,0
2.37,2.823823243,0
2.364,2.270926928,0
2.6325,2.490080024,0
2.336,2.870536722,1
2.62805,2.120012587,1
2.62705,2.311815361,0
2.324,2.543941109,0
2.62215,2.458419133,0
2.264,3.102560376,1
2.6163,2.210773133,0
2.266,2.34529157,0
2.6117,2.923631231,0
2.306,2.356190491,0
2.60855,3.092696167,0
2.60745,2.765470784,0
2.60545,3.000974208,0
2.316,3.065358575,1
2.316,1.786119667,1
2.59585,3.358733778,1
2.416,1.63095564,1
2.5939,2.611577005,0
2.59305,2.16931616,0
2.402,2.341568597,0
2.5905,2.731150971,0
2.402,1.626634593,1
2.382,1.678501759,1
2.38,3.00773796,1
2.38,1.922895578,0
2.39,3.16461012,1
2.396,2.637353081,0
2.392,1.689446643,1
2.392,2.187378115,0
2.388,1.394572872,1
2.332,3.328664419,1
2.5932,1.720383229,1
2.294,2.657511471,0
2.5946,2.279430484,0
2.59515,2.652948047,0
2.5952,1.836982742,1
2.336,1.52794209,1
2.5931,2.764666054,0
2.374,1.931372909,0
2.384,2.561681973,0
2.59515,3.372027356,1
2.59545,2.175459648,0
2.358,3.187807624,1
2.5965,1.767740223,1
2.362,1.609338628,1
2.6013,2.604076937,0
2.32,1.645118195,1
2.28,2.72313646,0
2.292,2.466668003,0
2.278,2.778133555,1
2.60215,1.702462014,1
2.294,2.830176167,1
2.314,2.191557083,0
2.324,3.29135833,1
2.60215,3.319079053,1
2.322,2.631902129,0
2.316,1.511460828,1
2.59765,2.654677401,0
2.39,2.067045531,0
2.59615,2.657809013,0
2.59555,2.192757295,0
2.378,1.67502649,1
2.5954,1.879313454,1
2.382,2.687358358,0
2.59515,2.648676072,0
2.59455,2.951512938,0
2.59395,3.388459313,1
2.38,2.090693724,0
2.388,2.079560528,0
2.378,1.606336925,1
2.59425,3.165191687,1
2.59615,2.639539586,0
2.59635,2.056654096,1
2.5962,2.994784187,0
2.3,2.462691242,0
2.59505,2.155691323,0
2.5938,1.988626968,1
2.274,1.399261536,1
2.5898,2.970199332,0
2.5869,3.127018641,1
2.272,2.721491924,0
2.288,3.086216621,1
2.356,2.47877864,0
2.362,2.65724456,0
2.5836,3.489860858,1
2.5838,2.044288252,1
2.58465,2.834276145,0
2.348,2.744153141,0
2.354,2.321901431,0
2.354,3.101895918,1
2.28,1.326321914,1
2.308,2.442914689,0
2.3,1.794520523,1
2.58865,3.084363896,0
2.264,1.844474678,0
2.5856,3.065450866,0
2.26,1.556096194,1
2.244,1.768449266,0
2.57875,2.69646415,0
2.35,2.240375689,0
2.366,2.574267624,0
2.368,2.982424472,1
2.38,2.131575932,0
2.5768,2.523131079,0
2.57705,3.506241868,1
2.362,2.418922428,0
2.57735,2.653222072,0
2.438,2.916972897,0
2.5808,2.385467089,0
2.58345,2.739737729,0
2.492,2.407075161,0
2.48,1.550199292,1
2.464,3.140628069,1
2.5964,2.73332689,0
2.396,3.008167089,1
2.6012,2.400190674,0
2.4,2.57424785,0
2.406,2.394668894,0
2.61075,3.0098475,0
2.408,2.001037821,0
2.4,1.507336793,1
2.404,1.802356172,1
2.6218,3.364592292,1
2.414,2.35766461,0
2.62355,1.805565011,1
2.62575,2.061776998,1
2.62725,2.176119063,0
2.418,2.3825902,0
2.6304,2.448509509,0
2.416,3.098840376,1
2.6356,1.90014513,1
2.63805,3.508427703,1
2.402,2.409547386,0
2.64275,2.132773643,1
2.64315,1.975001017,1
2.644,3.479067453,1
2.3,2.346640689,0
2.6461,1.822547561,1
2.6458,3.011852692,0
2.278,2.12733843,0
2.408,2.79261618,0
2.396,3.166653249,1
2.376,1.967486052,0
2.6454,3.457013702,1
2.645,2.477820757,0
2.64475,3.620872621,1
2.64345,3.10173662,0
2.35,2.707593633,0
2.352,3.235546807,1
2.36,3.141484004,1
2.382,1.687603015,1
2.378,2.6854273,0
2.6276,2.752951766,0
2.358,1.88267633,0
2.62455,2.407588896,0
2.6214,2.431311452,0
2.61775,3.489382179,1
2.61415,3.422061322,1
2.61105,2.375366067,0
2.60765,3.10081487,0
2.6043,2.112353364,0
2.274,1.385281872,1
2.59745,2.258313388,0
2.59365,2.715476713,0
2.5902,2.4819426,0
2.258,2.302697458,0
2.58095,2.643601907,0
2.5775,2.764104426,0
2.32,2.125075873,0
2.312,3.089099636,1
2.57005,3.322399985,1
2.56775,2.565550289,0
2.5659,3.188516201,1
2.56495,2.11470907,0
2.56625,2.774671641,0
2.5669,1.903583544,1
2.56605,3.37292012,1
2.238,3.16917859,1
2.24,1.350843853,1
2.56255,1.76844239,1
2.246,2.223740378,0
2.55745,2.74872543,0
2.55645,2.637493393,0
2.55595,2.592575505,0
2.5554,2.932637361,0
2.336,2.29311783,0
2.5548,2.299825937,0
2.322,1.804871056,1
2.318,3.024984747,1
2.5523,3.074239565,1
2.55165,3.515085274,1
2.55155,2.790279367,0
2.55165,2.963781494,0
2.55175,3.424637823,1
2.356,1.697285066,1
2.5542,2.827534308,0
2.55555,2.665339861,0
2.238,2.707659339,0
2.256,2.175871103,0
2.5536,3.341723298,1
2.55235,2.465820715,0
2.5504,1.822082195,1
2.5484,2.10091776,0
2.547,1.653447171,1
2.54585,1.574984019,1
2.24,2.547802726,0
2.262,2.946811098,1
2.5452,2.120792696,0
2.262,2.578254689,0
2.54325,1.989605351,1
2.318,2.321041331,0
2.328,3.268453589,1
2.33,3.027067469,1
2.5433,2.101723678,0
2.33,1.845424492,0
2.328,2.644777934,0
2.54485,2.575088479,0
2.322,2.946237883,1
2.548,3.292589352,1
2.5485,3.48312477,1
2.264,1.563671522,1
2.266,1.845780851,0
2.368,2.847619679,0
2.54855,2.831686308,0
2.368,3.181664363,1
2.378,1.891620618,0
2.5538,3.139468796,1
2.55965,3.309378379,1
2.5689,1.777374004,1
2.666,3.601087332,1
2.668,2.894893684,0
2.59245,1.929660781,1
2.59995,2.611257488,0
2.6078,1.930520555,1
2.6161,2.908521675,0
2.62415,2.330208183,0
2.63355,2.272307671,0
2.6444,2.618996222,0
2.6537,2.661191486,0
2.582,1.651434634,1
2.6715,2.943806732,0
2.6812,1.850633241,1
2.576,2.742616367,0
2.7,2.960629396,0
2.709,2.227898234,0
2.71755,1.740531685,1
2.7255,3.267161897,1
3.22,3.073707816,0
3.616,3.973463331,0
3.594,3.618507132,0
2.84805,2.091145829,1
3.788,4.273551978,0
3.756,4.481069987,1
3.628,3.613246333,0
3.712,4.200451777,0
3.724,3.057689864,1
3.0581,2.850162516,0
3.758,4.027381452,0
3.1308,2.423582808,1
3.718,4.233513401,1
3.20285,3.924983931,1
3.2381,4.17318272,1
3.672,3.039118692,1
3.3029,3.684067357,0
3.3384,3.557861668,0
3.284,2.94983055,0
3.3568,3.285946101,0
2.288,2.662346914,0
2.272,2.538002003,0
2.274,3.083366309,1
2.12,1.798020263,0
3.30135,2.356992257,1
3.2863,2.903046397,0
2.076,2.751154717,1
3.25575,2.918068038,0
3.2404,2.370638281,1
2.058,2.471164484,0
3.2094,2.428390283,1
2.058,1.822238074,0
2.046,2.836682678,1
1.984,1.955958721,0
3.1502,2.88216098,0
1.88,1.272265048,1
2.018,2.201966872,0
3.1066,3.798591503,1
2.082,2.823341705,1
2.204,1.816140794,0
2.252,1.278061155,1
2.26,2.094268778,0
2.274,2.232731811,0
2.9603,3.874295667,1
2.334,2.703376219,0
2.344,2.025813415,0
2.85645,3.348428084,0
2.34,1.687300704,1
2.78765,3.124874012,0
2.75245,3.554764549,1
2.348,3.13344901,1
2.68205,1.723217728,1
2.346,3.199067684,1
2.304,2.397835583,0
2.57795,1.745264983,1
2.26,2.847705813,1
2.254,2.802097022,1
2.246,1.592486868,1
2.43895,1.626403573,1
2.4332,2.302005581,0
2.056,1.10591527,1
2.052,1.374928295,1
2.054,2.412213496,0
1.954,1.87452538,0
2.40785,1.980922233,0
1.876,1.381143378,0
1.874,1.37610013,0
1.888,1.431554681,0
1.876,1.866172951,0
2.38425,2.927067672,1
2.37985,2.56300182,0
2.37555,3.064725853,1
2.372,2.850119963,0
2.37005,1.423739756,1
2.36975,2.272834946,0
1.856,1.396078136,0
2.3644,1.671670192,1
2.3578,3.253170642,1
2.3511,2.659744045,0
1.816,2.189828842,0
2.33065,2.455418313,0
2.3197,2.647554014,0
2.30845,2.633544026,0
2.29745,1.625373732,1
2.2848,2.912515474,1
1.898,1.075822555,1
1.894,1.80517039,0
2.2515,1.948347095,0
1.896,1.700643738,0
2.2288,2.373055166,0
2.21695,2.061118026,0
2.2051,2.042580003,0
1.876,2.38053793,1
2.18285,2.055386124,0
2.17205,1.734275524,0
1.832,2.53513286,1
2.15085,2.626905282,0
1.848,0.886206431,1
2.13645,2.477373435,0
2.1305,1.99473284,0
1.824,1.003713285,1
2.1216,2.070023404,0
1.936,2.293127753,0
2.11805,2.91245634,1
1.924,1.543162728,0
1.932,1.028273157,1
2.1215,1.684547765,0
2.12225,2.921627927,1
1.958,1.148750637,1
1.918,2.545236847,1
1.92,2.200435621,0
2.12715,2.77987638,1
1.93,1.967842824,0
2.1283,1.941924731,0
2.12855,2.872587269,1
1.906,1.628061256,0
2.13205,2.129884268,0
1.864,1.894289764,0
1.834,2.126809906,0
1.824,1.219249677,1
1.86,2.453972988,1
1.994,2.799253035,1
2.13925,2.878160943,1
1.82,2.665917785,1
2.1385,1.837149645,0
1.842,1.187671817,1
2.13695,1.321587923,1
1.888,1.493583838,0
2.13645,2.627914233,0
1.886,2.085952086,0
1.884,1.948022854,0
2.1368,1.405863761,1
1.876,1.430447207,0
1.882,1.326411204,1
2.1376,2.331715557,0
2.13695,1.313294909,1
2.13635,3.107076261,1
2.1355,2.666187686,1
2.133,2.841761004,1
2.13275,2.664192317,1
2.13275,2.74752479,1
1.948,2.059792462,0
2.15635,1.662446457,0
2.96375,3.141156891,0
2.2417,3.105519545,1
3.458,3.649441646,0
2.29585,3.09548718,1
2.29705,1.9879632,0
1.988,2.116498856,0
1.988,2.828164267,1
1.98,1.685298592,0
1.98,1.425765518,1
1.968,1.713396525,0
2.30365,2.249323758,0
1.986,2.256259852,0
2.3073,1.681760249,1
2.30885,2.518362461,0
2.126,2.637209968,1
2.092,2.187756695,0
1.922,1.195490911,1
2.3254,3.237035234,1
1.896,2.853463927,1
1.962,1.269913695,1
1.958,1.948798551,0
2.33345,1.896663992,0
1.954,1.965371861,0
2.3377,2.435979173,0
2.339,1.932431619,0
1.934,2.553509173,1
1.93,2.49769236,1
1.934,1.685334995,0
2.3436,2.810746583,0
1.862,2.18352876,0
1.86,2.621367589,1
2.33465,2.115124887,0
2.32865,1.810830526,1
1.844,2.143156578,0
2.33015,1.891654052,0
2.026,3.008098239,1
2.34045,2.847657999,1
2.3451,1.891134637,0
2.3586,2.852324723,0
2.3832,2.860284983,0
3.226,3.877299965,1
2.37215,1.866803494,1
2.36425,1.982507337,0
4.364,4.887667236,1
5.752,6.360773449,1
5.742,5.916151352,0
5.74,5.559655308,0
5.734,5.700832448,0
3.6304,3.089916293,1
5.756,5.190930991,1
3.82075,4.256020092,0
3.9153,4.535107083,1
5.772,6.429310864,1
5.754,5.557878768,0
4.1945,4.709797906,1
5.728,5.342192899,0
4.3806,4.233047684,0
4.75,3.843162473,1
4.53525,4.74145556,0
4.792,4.863404026,0
3.818,4.378806496,1
3.91,3.998829272,0
3.99965,4.237802009,0
3.858,3.982236757,0
4.0959,4.079928936,0
3.896,3.061198871,1
4.604,4.392079326,0
4.544,4.619303671,0
4.3238,3.971808408,0
4.724,5.253111729,1
4.698,5.286548696,1
4.414,5.141456274,1
2.93,2.347910511,1
3.22,2.700378944,1
4.65375,4.310363729,0
4.6997,4.195845057,1
5.49925,6.444206656,1
4.7788,5.266504625,0
3.45,3.939505724,0
4.044,4.463280267,0
3.834,3.633853865,0
2.866,2.466859911,0
4.8106,4.102418703,1
3.796,3.828215592,0
2.96,3.846258668,1
4.66395,3.805510506,1
4.61455,4.737714023,0
3.054,3.732301758,1
4.48155,5.265408672,1
3.766,4.713311154,1
4.36115,4.490800555,0
4.29925,4.713295525,0
3.342,3.681829077,0
2.506,1.928320697,1
4.09945,5.015728487,1
4.0267,3.589170693,0
3.95205,4.208551485,0
3.9079,4.401920579,0
2.568,2.1076383,0
3.7993,4.242874578,0
2.418,1.804072026,1
3.7468,4.491151636,1
2.308,1.62682404,1
3.6916,3.622004564,0
1.778,1.624382294,0
1.65,2.357813818,1
1.606,1.807896572,0
3.4351,3.61203192,0
1.598,0.745265039,1
3.30405,3.323202849,0
3.22785,2.897086243,0
1.628,1.992743059,0
1.482,1.08565675,0
3.0767,3.863625293,1
3.024,2.295550161,1
2.96915,2.929096584,0
2.94435,2.741360569,0
2.9571,2.163036417,1
2.95115,3.189128089,0
2.94615,2.78861843,0
5.386,5.428034848,0
5.952,6.061777568,0
5.976,6.267445,0
3.93155,3.632247255,0
4.00625,3.405711174,1
4.0736,3.248103171,1
4.1282,3.515827198,1
4.20055,5.196139814,1
5.952,5.516100457,0
5.932,5.026143036,1
5.93,6.169643572,0
5.944,5.394936076,1
5.94,5.888066325,0
5.194,4.239931146,1
3.842,3.875208241,0
3.852,3.907502229,0
3.82,3.102035872,1
3.824,4.185414139,0
2.968,2.153833298,1
3.94635,3.12479485,1
3.856,3.795663934,0
3.99825,4.944482103,1
4.02975,4.560786719,1
2.736,2.500705822,0
4.068,4.346074911,0
4.12035,4.885257496,1
4.15115,3.961538776,0
3.378,3.930903783,1
3.81,2.960770536,1
2.604,2.560331903,0
3.566,4.331460124,1
3.124,3.174565068,0
3.226,2.48204249,1
3.872,4.56916987,1
2.652,2.05353973,1
3.79,4.066294457,0
4.5452,3.998106637,1
2.526,3.144126785,1
4.5151,4.04604339,0
4.49305,4.164929123,0
2.738,3.05818662,0
4.3703,4.576606758,0
4.27855,3.891381463,0
4.22065,3.273772003,1
4.1278,4.907309278,1
4.0268,3.245100167,1
1.81,1.226676734,1
1.894,1.451725604,0
3.71825,3.471967052,0
1.838,2.054047932,0
1.794,1.471910713,0
3.40905,3.84464643,0
1.62,0.640103119,1
3.20995,3.269483239,0
3.15295,4.055754496,1
1.538,1.633802745,0
1.552,2.130740849,1
2.98135,2.508089178,0
1.624,2.046622344,0
2.9066,2.541153678,0
2.85145,3.215564395,0
2.7942,2.628923414,0
1.556,2.400819278,1
1.562,2.169768554,1
2.65805,1.986732912,1
2.60345,1.792528503,1
1.54,0.734893587,1
2.54455,2.795446455,0
4.258,4.902391415,1
3.347,4.103913784,1
3.36275,2.965345592,0
1.772,1.435909086,0
1.42,1.250470749,0
1.448,1.961954174,1
1.442,1.30025823,0
2.3846,3.117957176,1
2.34285,2.676250639,0
2.31635,2.794264717,0
2.27305,2.258246544,0
1.474,1.533774744,0
1.454,1.802230762,0
1.46,0.712663172,1
2.1265,1.925686731,0
1.438,1.372722604,0
1.662,0.94042119,1
2.0533,1.383163694,1
1.748,1.778461949,0
2.05155,2.248059251,0
2.05275,2.847115374,1
1.86,2.165736985,0
1.848,2.545553608,1
2.05595,2.982117459,1
1.856,1.051504441,1
2.0692,2.965589713,1
1.816,2.123764728,0
1.536,1.021463206,1
1.542,1.90348748,0
2.07525,2.080312909,0
0.754,1.478439091,1
2.0258,2.616230775,1
0.528,-0.44859342,1
1.9715,2.137280278,0
0.532,0.445334188,0
1.9196,1.916403268,0
1.89215,1.50560234,0
1.86345,0.877451627,1
0.43,0.035125682,0
1.78705,1.293198945,0
1.6897,0.890975009,1
1.59165,0.76109732,1
0.326,1.088402106,1
1.45905,0.559876132,1
1.43665,1.978192633,1
1.4132,0.7760476,1
0.524,0.810322916,0
1.36665,1.478101223,0
1.3435,0.379036683,1
0.51,0.420096675,0
0.52,0.849347364,0
0.484,1.482819218,1
0.304,0.462616555,0
0.324,0.322384336,0
0.302,0.758531081,0
1.15795,0.496604431,1
0.304,-0.636639825,1
1.08815,0.764578133,0
1.052,0.520404645,1
0.322,0.256081036,0
0.97315,0.179339446,1
0.408,-0.219204976,1
0.9022,0.274069696,1
0.8711,0.19943773,1
0.84085,1.594325626,1
0.83905,1.23381577,0
0.83735,0.873718164,0
0.84245,0.024900484,1
1.536,1.875328983,0
0.8417,1.644083463,1
1.506,0.827270264,1
1.52,0.784419563,1
0.9102,1.634938012,1
0.9355,0.459813004,0
0.9598,0.955034242,0
1.526,2.150918055,1
1.0119,1.555234879,1
1.488,2.084727476,1
1.404,0.788624826,1
1.08745,1.920106841,1
1.1124,0.722466797,0
1.348,0.544313505,1
1.16365,0.613576523,1
1.1888,0.640190805,1
1.20985,1.885565545,1
1.2323,1.957919873,1
1.25555,0.68736422,1
1.428,1.453022245,0
1.30175,2.010999197,1
1.32465,0.899329758,0
1.3478,1.285243093,0
1.37125,2.308274207,1
1.444,1.989596981,1
1.4277,2.098744646,1
1.45675,0.756709499,1
1.436,2.264479985,1
1.5134,2.310977623,1
1.5436,1.977664376,0
1.58085,0.928200506,1
1.6555,0.802276863,1
3.708,4.034479437,0
3.122,3.225872432,0
3.642,4.41412224,1
3.09,2.32315322,1
3.72,3.308826411,0
3.962,4.026927801,0
4.04,3.314081206,1
2.9499,2.584203551,0
4.122,3.125150093,1
4.074,4.905613026,1
4.066,3.861319552,0
3.20805,2.670682699,1
3.2754,2.567203307,1
3.3427,2.978447805,0
4.21,3.534014239,1
4.204,3.213875941,1
4.106,5.028868501,1
3.834,4.754478892,1
2.88715,2.539772185,0
4,3.027855753,1
3.972,3.93495155,0
3.07355,2.084895919,1
3.11195,2.585151286,1
3.1762,2.940849226,0
3.9,3.76494037,0
2.818,2.202246057,1
3.3343,3.053122582,0
4.14995,3.203643366,1
3.4601,2.684453505,1
2.804,2.970754257,0
3.978,4.805340431,1
3.46,2.569270503,1
3.6499,3.89927697,0
3.286,2.523847963,1
3.73975,3.245927404,0
3.8011,4.307294365,1
3.91,3.334191266,1
3.89725,3.114023302,1
3.576,4.438564394,1
3.95675,3.567537744,0
3.014,3.465538667,0
3.528,4.325510669,1
3.474,3.495872151,0
3.9634,4.841036171,1
4.892,5.671360206,1
4.318,3.792810394,1
4.77645,5.4216709,1
4.738,4.647849177,0
4.8002,5.147230407,0
4.662,3.952083558,1
4.522,5.427611483,1
4.866,5.743098732,1
4.84795,4.629392191,0
5.078,4.397494753,1
4.328,4.511825314,0
5.222,5.537133517,0
3.712,3.342671146,0
2.466,2.473473014,0
4.09155,4.45976285,0
4.05105,3.255630354,1
4.0104,3.356505219,1
2.322,1.54238784,1
2.312,1.721950045,1
3.92695,3.763345836,0
2.12,1.124272595,1
3.86345,3.549499049,0
3.8215,4.034755729,0
2.072,1.125955345,1
3.7277,2.8572704,1
3.70915,3.526969874,0
3.66165,4.247334676,1
2.058,2.764095199,1
2.102,1.159914497,1
3.5713,2.613134441,1
2.06,1.636317086,0
3.4981,3.66354088,0
2.118,2.107473768,0
2.142,1.737565115,0
3.39765,3.38293902,0
2.2,1.590129976,1
3.3282,3.067225157,0
2.09,2.898973405,1
2.082,1.78866296,0
3.21675,4.151019948,1
2.244,2.505142774,0
3.0998,4.0500417,1
2.284,2.611828312,0
2.96995,2.899832217,0
2.91485,2.968872649,0
2.38,2.571043887,0
2.862,2.737523219,0
3.096,3.512718252,0
2.74065,2.589210452,0
2.952,3.609984041,1
2.802,2.066682525,1
2.816,3.047150827,0
2.5656,2.953160624,0
2.77,1.955476315,1
2.756,3.629363576,1
2.5928,2.686111157,0
2.634,2.895554665,0
2.466,3.057265555,1
2.6076,2.387878776,0
2.612,2.141210532,0
2.6226,2.326998882,0
2.6334,1.832916284,1
2.64085,3.460034234,1
2.6544,2.39400775,0
2.64,3.383177667,1
2.442,1.460384433,1
2.582,1.907659749,1
2.548,1.58310603,1
2.71545,1.737633994,1
2.73005,2.708132874,0
2.42,2.885555196,0
2.364,1.901131814,0
2.396,2.90972488,1
2.7588,2.234480097,1
2.428,3.003253062,1
2.406,1.460030895,1
2.78365,3.141870737,0
2.7977,2.081073512,1
2.688,2.687932696,0
2.8257,2.764226513,0
2.988,3.930296655,1
2.8628,2.031766424,1
2.8816,2.739134747,0
3.088,2.487930457,1
2.92145,3.698601916,1
2.93675,3.281916259,0
2.902,3.679880256,1
2.838,2.641997453,0
2.658,2.38020154,0
2.966,3.857977863,1
2.69,2.818575312,0
2.662,2.809759602,0
2.65,2.678694629,0
2.7,1.877452427,1
2.90945,3.139321066,0
2.9077,2.96932649,0
2.90705,2.038107466,1
2.9131,2.501320562,0
2.9188,3.10550455,0
2.714,2.749638216,0
2.92755,2.792934138,0
2.56,2.400417189,0
2.9352,3.329734258,0
2.63,3.500477578,1
2.9306,2.123028844,1
2.45,3.177550711,1
2.92675,3.644175947,1
2.92415,2.836030527,0
2.434,2.044223254,0
2.454,3.273332681,1
2.9149,3.64999042,1
2.91685,2.895031152,0
2.91765,2.50898286,0
2.436,3.277752263,1
2.444,2.030913877,0
2.44,1.975432458,0
2.462,2.803981537,0
2.45,2.869253777,0
2.9094,2.871855834,0
2.90165,2.299661408,1
2.442,1.682504177,1
2.418,2.939662297,1
2.85755,3.170454491,0
2.402,1.532206131,1
2.424,3.273507563,1
2.81175,2.129545594,1
